sample_id,category,difficulty,macro_family,correct_baseline,target_letter,prob_original_target,prob_original_correct,baseline_above_chance,feature_source,n_positive_available,minimal_sufficient_k,minimal_necessary_k,auc_sufficiency,auc_necessity
q100_1247352,Instrumentation,High,percettiva,True,A,0.7790570969882284,0.7790570969882284,True,MI,4,1.0,,1.2225581952021751,-0.02716016189510758
q100_1247352,Instrumentation,High,percettiva,True,A,0.7790570969882284,0.7790570969882284,True,MI_balanced,4,1.0,,1.2262715760267626,-0.02803596496088171
q100_1247352,Instrumentation,High,percettiva,True,A,0.7790570969882284,0.7790570969882284,True,UC_audio,8,1.0,,1.1416509828861636,0.03729944653705831
q100_1247352,Instrumentation,High,percettiva,True,A,0.7790570969882284,0.7790570969882284,True,UC_text,9,2.0,4.0,1.0477545713097256,0.3064837893069298
q101_1247352,Melody,High,analitica,True,A,0.5804742536572705,0.5804742536572705,True,MI,7,1.0,,1.279664825709225,-0.10466864114432825
q101_1247352,Melody,High,analitica,True,A,0.5804742536572705,0.5804742536572705,True,MI_balanced,7,1.0,,1.2899394101923378,-0.09909181585066218
q101_1247352,Melody,High,analitica,True,A,0.5804742536572705,0.5804742536572705,True,UC_audio,8,1.0,,1.0492213511733346,-0.09311218285123944
q101_1247352,Melody,High,analitica,True,A,0.5804742536572705,0.5804742536572705,True,UC_text,9,1.0,3.0,1.1040039024273618,0.2183748303237309
q102_1247352,Instrumentation,Medium,percettiva,True,A,0.6273510373797226,0.6273510373797226,True,MI,7,1.0,,0.8491019215029254,0.05797757212345944
q102_1247352,Instrumentation,Medium,percettiva,True,A,0.6273510373797226,0.6273510373797226,True,MI_balanced,7,1.0,,0.8517297679652128,0.053578041791530334
q102_1247352,Instrumentation,Medium,percettiva,True,A,0.6273510373797226,0.6273510373797226,True,UC_audio,9,1.0,,1.079530780766562,0.056314408344447044
q102_1247352,Instrumentation,Medium,percettiva,True,A,0.6273510373797226,0.6273510373797226,True,UC_text,6,1.0,,0.9331189865407514,0.37914406035440096
q103_625206,Metre and Rhythm,Medium,percettiva,True,A,0.7788002927718618,0.7788002927718618,True,MI,8,3.0,,0.796477376270175,0.2330172393257825
q103_625206,Metre and Rhythm,Medium,percettiva,True,A,0.7788002927718618,0.7788002927718618,True,MI_balanced,8,3.0,,0.7965487060121095,0.2399654311339399
q103_625206,Metre and Rhythm,Medium,percettiva,True,A,0.7788002927718618,0.7788002927718618,True,UC_audio,9,2.0,,0.8585078436133023,0.23016034761082108
q103_625206,Metre and Rhythm,Medium,percettiva,True,A,0.7788002927718618,0.7788002927718618,True,UC_text,7,4.0,1.0,0.7756199145562757,0.8206800281528067
q104_625206,Instrumentation,Medium,percettiva,False,C,0.9475836433507352,0.03674180512522175,True,MI,8,1.0,,1.0358212820116552,-0.018066975148388995
q104_625206,Instrumentation,Medium,percettiva,False,C,0.9475836433507352,0.03674180512522175,True,MI_balanced,8,1.0,,1.0356925039654181,-0.01855610371373885
q104_625206,Instrumentation,Medium,percettiva,False,C,0.9475836433507352,0.03674180512522175,True,UC_audio,8,1.0,,1.015799385926322,-0.00589177054636753
q104_625206,Instrumentation,Medium,percettiva,False,C,0.9475836433507352,0.03674180512522175,True,UC_text,7,6.0,3.0,0.6172977466235358,0.7229940121532379
q105_625206,Instrumentation,Medium,percettiva,False,D,0.3677917879117347,0.25277935265909834,True,MI,3,1.0,,0.5974268537389876,-0.017597024280229818
q105_625206,Instrumentation,Medium,percettiva,False,D,0.3677917879117347,0.25277935265909834,True,MI_balanced,3,1.0,,0.5928084295804686,-0.0011611815258842583
q105_625206,Instrumentation,Medium,percettiva,False,D,0.3677917879117347,0.25277935265909834,True,UC_audio,9,2.0,,0.47596238740136615,-0.09213110901903626
q105_625206,Instrumentation,Medium,percettiva,False,D,0.3677917879117347,0.25277935265909834,True,UC_text,10,3.0,3.0,0.5786564696778835,1.9931929939380582
q106_395289,Instrumentation,Low,percettiva,True,A,0.5014154751169733,0.5014154751169733,True,MI,9,1.0,,1.3192817623365223,-0.11040194412508934
q106_395289,Instrumentation,Low,percettiva,True,A,0.5014154751169733,0.5014154751169733,True,MI_balanced,9,1.0,,1.318947649426625,-0.11594971611646682
q106_395289,Instrumentation,Low,percettiva,True,A,0.5014154751169733,0.5014154751169733,True,UC_audio,10,1.0,,1.3223650641370428,-0.08537232642982838
q106_395289,Instrumentation,Low,percettiva,True,A,0.5014154751169733,0.5014154751169733,True,UC_text,5,3.0,2.0,1.2032408885748849,0.5406523775021367
