sample_id,category,difficulty,macro_family,correct_baseline,target_letter,prob_original_target,prob_original_correct,baseline_above_chance,feature_source,k,topk_size_actual,n_positive_available,p_suf_target,p_nec_target,sufficiency_score,necessity_score,answer_suf,answer_nec,answer_suf_matches_target,target_lost_in_necessity,topk_n_audio,topk_n_text,topk_audio_fraction,topk_text_fraction,topk_is_multimodal,topk_is_unimodal_audio,topk_is_unimodal_text
q100_1247352,Instrumentation,High,percettiva,True,A,0.7790570969882284,0.7790570969882284,True,MI,1,1,4,0.8778650258971336,0.7567935875188004,1.1867623163386154,0.04208148722731032,A,A,True,False,1,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.7790570969882284,0.7790570969882284,True,MI,2,2,4,0.9022400890711664,0.7567935875188004,1.23283496768909,0.04208148722731032,A,A,True,False,2,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.7790570969882284,0.7790570969882284,True,MI,3,3,4,0.8975028660252444,0.7567935875188004,1.223880881120949,0.04208148722731032,A,A,True,False,3,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.7790570969882284,0.7790570969882284,True,MI,4,4,4,0.8885826392702251,0.8102052670505029,1.207020268522045,-0.05887487426138334,A,A,True,False,4,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.7790570969882284,0.7790570969882284,True,MI,5,4,4,0.9003701821446328,0.7963047722251474,1.2293005534695693,-0.03260078228815955,A,A,True,False,4,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.7790570969882284,0.7790570969882284,True,MI,6,4,4,0.8885826392702251,0.7963047722251474,1.207020268522045,-0.03260078228815955,A,A,True,False,4,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.7790570969882284,0.7790570969882284,True,MI,7,4,4,0.9003701821446328,0.7963047722251474,1.2293005534695693,-0.03260078228815955,A,A,True,False,4,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.7790570969882284,0.7790570969882284,True,MI,8,4,4,0.8885826392702251,0.7963047722251474,1.207020268522045,-0.03260078228815955,A,A,True,False,4,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.7790570969882284,0.7790570969882284,True,MI,9,4,4,0.9003701821446328,0.7963047722251474,1.2293005534695693,-0.03260078228815955,A,A,True,False,4,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.7790570969882284,0.7790570969882284,True,MI,10,4,4,0.9003701821446328,0.8102052670505029,1.2293005534695693,-0.05887487426138334,A,A,True,False,4,0,1.0,0.0,False,True,False
