sample_id,category,difficulty,macro_family,correct_baseline,target_letter,prob_original_target,prob_original_correct,baseline_above_chance,feature_source,n_positive_available,minimal_sufficient_k,minimal_necessary_k,auc_sufficiency,auc_necessity
q100_1247352,Instrumentation,High,percettiva,True,A,0.8826653972343637,0.8826653972343637,True,MI,11,1.0,,0.7121915891326999,0.2818133139281016
q100_1247352,Instrumentation,High,percettiva,True,A,0.8826653972343637,0.8826653972343637,True,MI_balanced,11,1.0,,0.7121915891326999,0.2818133139281016
q100_1247352,Instrumentation,High,percettiva,True,A,0.8826653972343637,0.8826653972343637,True,UC_audio,5,1.0,,0.45300153890164646,0.3187873008522541
q100_1247352,Instrumentation,High,percettiva,True,A,0.8826653972343637,0.8826653972343637,True,UC_text,1,1.0,,1.0,0.0
q101_1247352,Melody,High,analitica,False,C,0.3824574411253276,0.33751750716353185,True,MI,8,2.0,,0.24003592247794645,0.3308588521401328
q101_1247352,Melody,High,analitica,False,C,0.3824574411253276,0.33751750716353185,True,MI_balanced,8,2.0,,0.24003592247794645,0.3308588521401328
q101_1247352,Melody,High,analitica,False,C,0.3824574411253276,0.33751750716353185,True,UC_audio,11,3.0,,0.7182434535714454,0.09248276452872911
q101_1247352,Melody,High,analitica,False,C,0.3824574411253276,0.33751750716353185,True,UC_text,1,1.0,,1.0,0.0
q102_1247352,Instrumentation,Medium,percettiva,True,A,0.5602456810116401,0.5602456810116401,True,MI,12,6.0,,0.8471660847751165,-0.2692346940530768
q102_1247352,Instrumentation,Medium,percettiva,True,A,0.5602456810116401,0.5602456810116401,True,MI_balanced,12,5.0,,0.9255956660874626,-0.2777549179852222
q102_1247352,Instrumentation,Medium,percettiva,True,A,0.5602456810116401,0.5602456810116401,True,UC_audio,6,1.0,,1.4190165922780589,-0.2786574398422168
q102_1247352,Instrumentation,Medium,percettiva,True,A,0.5602456810116401,0.5602456810116401,True,UC_text,1,1.0,,1.0,0.0
q103_625206,Metre and Rhythm,Medium,percettiva,True,A,0.3814567136141832,0.3814567136141832,True,MI,3,,,0.18291843673062594,-0.040132930877017435
