sample_id,category,difficulty,macro_family,correct_baseline,target_letter,prob_original_target,prob_original_correct,baseline_above_chance,feature_source,k,topk_size_actual,n_positive_available,p_suf_target,p_nec_target,sufficiency_score,necessity_score,answer_suf,answer_nec,answer_suf_matches_target,target_lost_in_necessity,topk_n_audio,topk_n_text,topk_audio_fraction,topk_text_fraction,topk_is_multimodal,topk_is_unimodal_audio,topk_is_unimodal_text
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,1,1,5,0.9127246413041611,0.54509918165504,2.174023798486446,0.03194689944011344,A,A,True,False,1,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,2,2,5,0.9157895076572085,0.5421472999060531,2.1840778872820477,0.04163034980946511,A,A,True,False,2,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,3,3,5,0.6117423915067884,0.613713150350632,1.1866716869159237,-0.19313662930762684,A,A,True,False,3,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,4,4,5,0.6718057663199544,0.613713150350632,1.3837055651255374,-0.19313662930762684,A,A,True,False,4,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,5,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,6,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,7,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,8,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,9,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,10,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,11,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,12,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,13,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,14,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,15,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI,16,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI_balanced,1,1,5,0.9127246413041611,0.54509918165504,2.174023798486446,0.03194689944011344,A,A,True,False,1,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI_balanced,2,2,5,0.9157895076572085,0.5421472999060531,2.1840778872820477,0.04163034980946511,A,A,True,False,2,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI_balanced,3,3,5,0.6117423915067884,0.613713150350632,1.1866716869159237,-0.19313662930762684,A,A,True,False,3,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI_balanced,4,4,5,0.6718057663199544,0.613713150350632,1.3837055651255374,-0.19313662930762684,A,A,True,False,4,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI_balanced,5,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI_balanced,6,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI_balanced,7,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI_balanced,8,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI_balanced,9,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI_balanced,10,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI_balanced,11,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI_balanced,12,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI_balanced,13,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.5548378043356975,0.5548378043356975,True,MI_balanced,14,5,5,0.6621692684998789,0.6120294875606737,1.352093679450546,-0.18761348629186017,A,A,True,False,5,0,1.0,0.0,False,True,False
