sample_id,category,difficulty,macro_family,correct_baseline,target_letter,prob_original_target,prob_original_correct,baseline_above_chance,feature_source,k,topk_size_actual,n_positive_available,p_suf_target,p_nec_target,sufficiency_score,necessity_score,answer_suf,answer_nec,answer_suf_matches_target,target_lost_in_necessity,topk_n_audio,topk_n_text,topk_audio_fraction,topk_text_fraction,topk_is_multimodal,topk_is_unimodal_audio,topk_is_unimodal_text
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,1,1,9,0.7021030167912323,0.8430334147983243,0.7539566560408139,0.0110185649385374,B,B,True,False,1,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,2,2,9,0.7236036518871257,0.8471244788922443,0.7898125259146906,0.004196038015818589,B,B,True,False,2,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,3,3,9,0.7267280576386997,0.8068792376823896,0.7950229899573564,0.07131164299341068,B,B,True,False,3,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,4,4,9,0.7181844349752519,0.8047354583183434,0.7807750842045351,0.07488675012734944,B,B,True,False,4,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,5,5,9,0.7053640605979219,0.7978806207302553,0.7593949866698475,0.0863183270769991,B,B,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,6,6,9,0.7944128013625138,0.7683395375943565,0.9078985098005498,0.1355829756852849,B,B,True,False,6,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,7,7,9,0.7883489002724572,0.7938862751566904,0.8977859504531909,0.09297955984888102,B,B,True,False,7,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,8,8,9,0.7717854622879049,0.8032457029670456,0.8701636744418386,0.07737116390311964,B,B,True,False,8,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,9,9,9,0.7611814054349247,0.7931805887667133,0.8524796534368837,0.09415640877720031,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,10,9,9,0.7611814054349247,0.7975465686156539,0.8524796534368837,0.08687541430250768,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,11,9,9,0.7611814054349247,0.7931805887667133,0.8524796534368837,0.09415640877720031,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,12,9,9,0.7611814054349247,0.7975465686156539,0.8524796534368837,0.08687541430250768,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,13,9,9,0.7611814054349247,0.7931805887667133,0.8524796534368837,0.09415640877720031,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,14,9,9,0.7611814054349247,0.7975465686156539,0.8524796534368837,0.08687541430250768,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,15,9,9,0.7611814054349247,0.7931805887667133,0.8524796534368837,0.09415640877720031,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI,16,9,9,0.7611814054349247,0.7975465686156539,0.8524796534368837,0.08687541430250768,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,1,1,9,0.7021030167912323,0.8461157886873821,0.7539566560408139,0.005878195987770762,B,B,True,False,1,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,2,2,9,0.7277235023351352,0.8471244788922443,0.7966830588503374,0.004196038015818589,B,B,True,False,2,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,3,3,9,0.7267280576386997,0.8068792376823896,0.7950229899573564,0.07131164299341068,B,B,True,False,3,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,4,4,9,0.7186791942205569,0.8047354583183434,0.7816001771861811,0.07488675012734944,B,B,True,False,4,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,5,5,9,0.7169628185755618,0.7978806207302553,0.7787378365386999,0.0863183270769991,B,B,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,6,6,9,0.7938623750293794,0.7683395375943565,0.9069805827305818,0.1355829756852849,B,B,True,False,6,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,7,7,9,0.7944128013625138,0.7938862751566904,0.9078985098005498,0.09297955984888102,B,B,True,False,7,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,8,8,9,0.7811560348462088,0.8032457029670456,0.8857906561005542,0.07737116390311964,B,B,True,False,8,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,9,9,9,0.7611814054349247,0.7931805887667133,0.8524796534368837,0.09415640877720031,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,10,9,9,0.7611814054349247,0.7975465686156539,0.8524796534368837,0.08687541430250768,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,11,9,9,0.7611814054349247,0.7931805887667133,0.8524796534368837,0.09415640877720031,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,12,9,9,0.7611814054349247,0.7975465686156539,0.8524796534368837,0.08687541430250768,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,13,9,9,0.7611814054349247,0.7931805887667133,0.8524796534368837,0.09415640877720031,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,14,9,9,0.7611814054349247,0.7975465686156539,0.8524796534368837,0.08687541430250768,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,15,9,9,0.7611814054349247,0.7931805887667133,0.8524796534368837,0.09415640877720031,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,MI_balanced,16,9,9,0.7611814054349247,0.7975465686156539,0.8524796534368837,0.08687541430250768,B,B,True,False,9,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,UC_audio,1,1,6,0.740644131053269,0.8476775727866067,0.818230347102049,0.0032736623457118685,B,B,True,False,1,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,UC_audio,2,2,6,0.6323568431252209,0.8435985772100274,0.6376433603630053,0.010076063017024205,B,B,True,False,2,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,UC_audio,3,3,6,0.6805871417461484,0.8430334147983243,0.7180753710276809,0.0110185649385374,B,B,True,False,3,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,UC_audio,4,4,6,0.6973933729960242,0.8443080991460254,0.7461025450194354,0.008892817680486855,B,B,True,False,4,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,UC_audio,5,5,6,0.790214124384745,0.806816550636876,0.9008965205715863,0.07141618402378902,B,B,True,False,5,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,UC_audio,6,6,6,0.7763951710302005,0.801899064239275,0.877851127211631,0.07961690700674011,B,B,True,False,6,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,UC_audio,7,6,6,0.787633808922942,0.801899064239275,0.8965934171972291,0.07961690700674011,B,B,True,False,6,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,UC_audio,8,6,6,0.7763951710302005,0.801899064239275,0.877851127211631,0.07961690700674011,B,B,True,False,6,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,UC_audio,9,6,6,0.787633808922942,0.801899064239275,0.8965934171972291,0.07961690700674011,B,B,True,False,6,0,1.0,0.0,False,True,False
q100_1247352,Instrumentation,High,percettiva,False,B,0.8496405936188972,0.08153753195514829,True,UC_audio,10,6,6,0.7763951710302005,0.801899064239275,0.877851127211631,0.07961690700674011,B,B,True,False,6,0,1.0,0.0,False,True,False
