sample_id,category,difficulty,macro_family,correct_baseline,target_letter,prob_original_target,prob_original_correct,baseline_above_chance,feature_source,k,topk_size_actual,n_positive_available,p_suf_target,p_nec_target,sufficiency_score,necessity_score,answer_suf,answer_nec,answer_suf_matches_target,target_lost_in_necessity,topk_n_audio,topk_n_text,topk_audio_fraction,topk_text_fraction,topk_is_multimodal,topk_is_unimodal_audio,topk_is_unimodal_text
q100_1247352,Instrumentation,High,percettiva,True,A,0.6188756523669714,0.6188756523669714,True,MI,1,1,11,0.6188756523669714,0.6188756523669714,1.0,0.0,A,A,True,False,0,1,0.0,1.0,False,False,True
q100_1247352,Instrumentation,High,percettiva,True,A,0.6188756523669714,0.6188756523669714,True,MI,2,2,11,0.22077279275706285,0.6204304715280966,-0.07923322413771246,-0.004215022463934314,B,A,False,False,1,1,0.5,0.5,True,False,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.6188756523669714,0.6188756523669714,True,MI,3,3,11,0.08258477092637889,0.6097905421223477,-0.4538527495630699,0.024629194652254934,C,A,False,False,2,1,0.6666666666666666,0.3333333333333333,True,False,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.6188756523669714,0.6188756523669714,True,MI,4,4,11,0.08232358248076928,0.6037866664099053,-0.45456081593701914,0.0409053453656925,C,A,False,False,3,1,0.75,0.25,True,False,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.6188756523669714,0.6188756523669714,True,MI,5,5,11,0.3161627295443996,0.595773769522438,0.17936323289393585,0.06262783324487566,C,A,False,False,4,1,0.8,0.2,True,False,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.6188756523669714,0.6188756523669714,True,MI,6,6,11,0.4362093685921785,0.6125343118168859,0.5048025463250971,0.0171909978590208,A,A,True,False,5,1,0.8333333333333334,0.16666666666666666,True,False,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.6188756523669714,0.6188756523669714,True,MI,7,7,11,0.5583162448967166,0.6047087608762246,0.8358270406798006,0.03840560199579948,A,A,True,False,6,1,0.8571428571428571,0.14285714285714285,True,False,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.6188756523669714,0.6188756523669714,True,MI,8,8,11,0.5608292470694471,0.6154246284093932,0.8426396404179652,0.009355521123267381,A,A,True,False,7,1,0.875,0.125,True,False,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.6188756523669714,0.6188756523669714,True,MI,9,9,11,0.6195465827612369,0.632677202334554,1.0018188524776854,-0.037415182810310144,A,A,True,False,8,1,0.8888888888888888,0.1111111111111111,True,False,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.6188756523669714,0.6188756523669714,True,MI,10,10,11,0.6682593456552303,0.47179370325669107,1.1338762614755882,0.3987304344065454,A,A,True,False,9,1,0.9,0.1,True,False,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.6188756523669714,0.6188756523669714,True,MI,11,11,11,0.6900917073178711,0.4776529980825042,1.1930624981451778,0.3828462338955718,A,A,True,False,10,1,0.9090909090909091,0.09090909090909091,True,False,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.6188756523669714,0.6188756523669714,True,MI,12,11,11,0.6900917073178711,0.4776529980825042,1.1930624981451778,0.3828462338955718,A,A,True,False,10,1,0.9090909090909091,0.09090909090909091,True,False,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.6188756523669714,0.6188756523669714,True,MI,13,11,11,0.6900917073178711,0.4776529980825042,1.1930624981451778,0.3828462338955718,A,A,True,False,10,1,0.9090909090909091,0.09090909090909091,True,False,False
q100_1247352,Instrumentation,High,percettiva,True,A,0.6188756523669714,0.6188756523669714,True,MI,14,11,11,0.6900917073178711,0.4776529980825042,1.1930624981451778,0.3828462338955718,A,A,True,False,10,1,0.9090909090909091,0.09090909090909091,True,False,False
