sample_id,idx,question,category,difficulty,macro_family,model_answer,correct_answer_letter,correct,a_shap,t_shap,uc_audio_l1,mi_audio_l1,uc_text_l1,mi_text_l1,uc_audio_sum,mi_audio_sum,uc_text_sum,mi_text_sum,base_ucmi,uc_stem_drums,mi_stem_drums,uc_stem_bass,mi_stem_bass,uc_stem_other,mi_stem_other,uc_stem_vocals,mi_stem_vocals,uc_time_seg0,mi_time_seg0,uc_time_seg1,mi_time_seg1,uc_time_seg2,mi_time_seg2,uc_time_seg3,mi_time_seg3,uc_time_seg4,mi_time_seg4,uc_time_seg5,mi_time_seg5,uc_time_seg6,mi_time_seg6,uc_time_seg7,mi_time_seg7
q100_1247352,99,[MASK],Instrumentation,High,percettiva,A,A,True,0.7806451612903226,0.21935483870967745,1.0971153170789711,0.27589297685967107,10.236577897084768,0.12347314422316372,0.30513253021548326,0.011895050262192699,10.236577897084768,0.12347314422316372,,0.03862598516345682,0.019184122349983117,0.41360404429815734,0.12470989121094878,-0.39599139343174394,-0.10893804249762376,0.248893894185613,-0.02306092080111544,0.2170340979394192,-0.03302110159208896,-0.01011817003764657,-0.15938804706711507,0.0,0.0,0.12117434295317855,0.03713460620983845,-0.1328000640214491,-0.10262351163578627,0.10725513246482213,0.04861008415588015,0.026072280309009252,0.02135365654442168,-0.02348508939185022,0.19982936364704273
q101_1247352,100,[MASK],Melody,High,analitica,B,A,False,0.1380952380952381,0.861904761904762,0.3124589508832524,0.20783139425182107,9.422051538562766,0.1890801506123799,0.3124589508832524,-0.12079313131324021,9.422051538562766,0.1890801506123799,,0.009963813241827678,0.011746554549901173,0.011291892056532232,0.031772576919389256,0.27684330498824194,-0.1459525695920689,0.014359940596650505,-0.018359693190461733,-0.030372692384168204,-0.10449072125776138,0.025496291662041783,-0.05277021629126262,0.017081804289951517,-0.01591898967241699,0.03900424459753926,-0.044676054688070455,0.05228446806406667,0.007816087488608363,0.07824130013836936,0.013218757867765881,0.0,0.019481124440453447,0.130723534515452,0.056546880799443575
q102_1247352,101,[MASK],Instrumentation,Medium,percettiva,A,A,True,0.8537906137184115,0.14620938628158844,1.9377435186477459,0.15691584391999638,9.625786823963416,0.04775480966199105,-0.05200644537274013,-0.0002553093008386548,9.625786823963416,0.04775480966199105,,-0.19181523902104747,-0.014116871312585825,0.2093305092613688,8.178415250450002e-05,0.733538027376134,0.07824848315707436,-0.8030597429891956,-0.06446870529783169,0.0248795976294804,-0.06704499194021524,-0.26349855298564895,-0.080845592877929,0.0,0.01891857716010379,0.0,-0.01601983837672175,0.23088902140493942,0.0405568487667833,0.14341677802592157,0.0,0.3580701090795793,0.10204964913969088,-0.5457633985270118,0.0021300388274493806
q103_625206,102,[MASK],Metre and Rhythm,Medium,percettiva,B,A,False,0.7703583061889251,0.2296416938110749,1.317473604311109,0.2879509120374485,10.374200750128631,0.0011525220935127175,1.0390325495934232,0.16171753852337584,10.374200750128631,-0.0011525220935127175,,-0.139220527358843,0.08468530519393366,0.14745702903928845,-0.06311668675703634,1.0083540813624317,0.14014892008647853,0.02244196655054587,0.0,0.4451227573125871,0.01170481000424009,0.11642596416022574,0.006676767588212184,0.1398592092162351,0.01639970120872584,0.2768951497138016,0.03648893426863765,0.04554963193231673,0.02371458282674875,0.03183487065808162,0.02825228550780647,0.038783857167054056,-0.00923615213682201,-0.05543889056687899,0.04771660925582688
q104_625206,103,[MASK],Instrumentation,Medium,percettiva,B,A,False,0.985655737704918,0.01434426229508197,1.2787464931260937,0.30801151840419627,10.519973549995456,0.027307329007912103,1.2787464931260937,0.29129885609951306,10.519973549995456,0.027307329007912103,,0.2305059828150487,0.08674215392344745,0.4653053140671365,-0.00835633115234161,0.5829351962439084,0.21291303332840722,0.0,0.0,0.2726932907057734,0.07037576980657664,0.17627986265532297,-0.0022079054053485148,0.08755754423106188,0.0,0.16565171545841428,0.01852158088750982,0.0,0.03414293276598815,0.08611890145263121,0.02712685975416118,0.3112602835772096,0.06358580288343034,0.17918489504568036,0.07975381540719545
q105_625206,104,[MASK],Instrumentation,Medium,percettiva,B,A,False,0.8542857142857143,0.1457142857142857,1.9907184569830516,0.4289568871209193,10.00681519512946,0.04118611553421705,1.1114488481818867,0.1299956542733996,10.00681519512946,0.04118611553421705,,1.3014492446220964,0.11346973780754824,-0.33191962353925386,-0.14948061642375987,0.24963440796037278,0.15088735473023618,-0.10771518086132849,0.015119178159375048,0.035990340105351584,-0.06928765339732071,0.08890089163584505,0.03617289875492052,0.16093170035683477,0.0030260158587358237,0.4908932448301616,0.07460765402579582,-0.0163287257174072,-0.006285524687969592,0.2853976981432316,0.047865005535006194,-0.003280578131530043,0.028614073800519065,0.06894427695939939,0.015283184383712466
q106_395289,105,[MASK],Instrumentation,Low,percettiva,A,A,True,0.815136476426799,0.184863523573201,2.2238973307994367,0.26166614249351755,10.326767358245128,0.03328368292656373,2.2238973307994367,-0.23122800811349226,10.326767358245128,0.03328368292656373,,0.7495753776038724,-0.13834735812208665,0.4701420797368552,-0.09141620087064536,1.0041798734587088,-0.016683516310772882,0.0,0.015219067190012635,0.5704460044363635,-0.1373721556607632,0.43114903946343675,0.010214517718407187,0.2099271767169106,0.0,0.44737338704861945,-0.02573490366658629,0.4898463916361939,0.011587076574138983,0.074604288403535,0.015785865622568535,0.0,0.0010242005974563408,0.0005510430943770905,-0.10673260929871388
q107_2083,106,[MASK],Metre and Rhythm,Medium,percettiva,D,A,False,0.47413793103448276,0.5258620689655172,1.9031372961085162,0.42038599938681415,9.3665386814793,0.057363168706742684,-0.32700629792386426,0.42038599938681415,9.3665386814793,0.057363168706742684,,0.7880654990923259,0.18753449753177714,-0.7810429475342904,0.14420261183853209,-0.21573015435768833,0.08250317709676494,-0.11829869512421148,0.006145712919740009,-0.30491767948585063,0.11190116053111643,0.021240338698588115,0.0835450619830834,0.04638438874941239,0.055474665874812784,-0.0567576175142247,0.04171020052456158,-0.09243083656823278,0.01084895733050063,0.0,0.02170973869410434,0.039844262358414484,0.02830773195624721,0.019630845838028835,0.06688848249238782
q108_2083,107,[MASK],Genre and Style,Low,knowledge,B,A,False,0.8679867986798679,0.132013201320132,0.8444288066823591,0.18846555586555688,10.691437002379994,0.019336230419403508,0.13856181726510322,-0.12584684948125663,10.691437002379994,-0.019336230419403508,,-0.08320744310088111,0.03130935319215013,-0.26972605160774676,-0.058424746385972476,0.28507307946424937,-0.07431196126764245,0.20642223250948175,-0.02441949501979183,0.07053309032838131,-0.04745944624373513,0.04852846848135582,-0.035332255248826175,0.04945861481980865,0.015506745912773384,-0.03747933298870741,-0.015594644531239234,0.04229961906530399,0.0011981753362279857,0.0,0.001652620021526689,0.04996276291158829,0.0,-0.08474140535262745,-0.04581804472798415
q109_2083,108,[MASK],Instrumentation,Low,percettiva,A,A,True,0.858050847457627,0.1419491525423729,2.73885482664789,0.4541312796984308,9.659833253127976,0.0761183277865545,0.1629331065573436,0.24328744106418557,9.659833253127976,0.0761183277865545,,-0.8252639972311027,0.1638716790158226,1.4508939666026168,0.16875493261576163,-0.07274347407246828,0.016082748749723933,-0.38995338874170227,-0.10542191931712261,-0.1780693204238776,0.09287819801612107,-0.12009663420193788,0.025868088055244792,0.1589169991886637,0.0843800527266137,-0.015432204786903395,-0.02244426697958625,0.32993515684231545,0.0,0.1599922238584481,0.04857012795144176,-0.04968320594249309,0.005883806193146976,-0.12262990797687179,0.00815143510120353
q10_1093606,9,[MASK],Sound Texture,Low,percettiva,B,A,False,0.680327868852459,0.31967213114754095,1.0729209633211676,0.14746346584907438,8.945228349092881,0.041803878914225615,-0.9819514856838343,0.0889349595920484,8.945228349092881,0.041803878914225615,,0.04548473881866662,0.032480168111600025,-0.1765914649125322,0.0036936350512135757,-0.014290937634537579,0.0820254095577478,-0.8365538219554312,-0.029264253128512996,0.13796898738321153,0.03528427355732491,0.04054544666048337,0.04328546932285421,-0.23492511994280518,-0.010710348083863406,-0.1961054408378631,-0.054044206772661904,-0.1948368927780397,0.04960473846924458,-0.15730288030428924,0.014638596830534117,-0.15295639497955593,0.006313735699018623,-0.22433919088497611,0.004562700569597265
q110_1336202,109,[MASK],Performance,Medium,analitica,A,A,True,0.8329411764705883,0.16705882352941176,0.8791717111569043,0.09673861927058097,10.856003363816198,0.06573719204685619,0.8791717111569043,-0.03693026247409581,10.856003363816198,0.06573719204685619,,0.06769732879770589,-0.011796795487723135,0.06841861062007559,-0.03773593172619393,0.7147376996669568,0.02990417839824258,0.028318072072166016,-0.01730171365842133,0.008259576252902821,-0.024973472602221394,0.25014226006315976,-0.007501934571767637,0.2404653590824185,0.014812558399256695,0.023003352706846114,-0.013533346935982803,0.07167856145249904,0.01720837977086217,0.07683863755518308,-0.023319526154888175,0.11398710429734889,-0.04181283220381359,0.09479685974654616,0.042189911824458914
q111_1336202,110,[MASK],Functional Context,Low,unknown,A,A,True,0.9114285714285715,0.08857142857142856,1.4706090842663002,0.30047831223709726,10.422044060477939,0.07727818055228979,1.3970302302344315,0.30047831223709726,10.422044060477939,0.07727818055228979,,-0.02060068684220807,0.02342968695177438,-0.016188740173726273,0.02528318163414453,1.4310550526061738,0.2111437904896334,0.0027646046441920855,0.04062165316154498,0.12296016598079856,0.08209066767540445,0.19222799908041208,0.03776483504841833,0.13537126256622053,-0.0172977271344215,0.10386541953581101,0.014366163406043244,0.02442418615993676,0.015996232371651105,0.2376364550671131,0.038761222911768645,0.2038725902275031,0.08340620645699322,0.37667215161663653,0.04539071150123981
q112_1336202,111,[MASK],Instrumentation,Medium,percettiva,B,A,False,0.9004524886877827,0.09954751131221719,4.043503494180954,0.29300150804950237,10.231484885423951,0.1427751107965745,1.669168446674313,0.2341171284287557,10.231484885423951,0.1427751107965745,,0.0,0.017528513136148637,-1.1871675237533204,-0.02944218981037332,1.9123010161384266,0.18042419695226455,0.9440349542892067,0.06560660815071583,0.5756742682977941,-0.01711669097143338,0.27954136050843065,0.012050166897959059,0.0,0.032588085538481824,0.2141891177703529,0.04093280420770995,0.01790798685185019,-0.0032210815226358432,0.33476556694194903,0.02812975751411409,0.24367304876132412,0.08033479117666831,0.003417097542611991,0.06041929558789167
q113_1327741,112,[MASK],Historical and Cultural Context,Low,knowledge,A,A,True,0.8108108108108107,0.18918918918918917,2.8213944492390715,0.33875666306247126,9.683460822095626,0.023885788264532946,-0.3744998600365068,-0.33875666306247126,9.683460822095626,-0.023885788264532946,,0.36185289291756223,-0.024832951940100607,0.34331299198815574,-0.08406561512231178,0.5182814096955641,-0.11133264816656417,-1.597947154637789,-0.11852544783349471,0.21441056725215393,-0.13570024753526783,0.20499261193976487,-0.019455533001935005,-0.0909215037060238,0.0005442919338875946,-0.09302796559824872,-0.02541407885076374,-0.11955385726700293,-0.089819536596182,0.0,-0.03617981182281666,0.0,-0.06830432307289884,-0.4903997126571503,0.03557257588350521
q114_1327741,113,[MASK],Melody,High,analitica,C,A,False,0.6950354609929078,0.30496453900709214,1.1775553478987608,0.5535608090896337,8.711942527700053,0.15026980835178588,0.014108363751038078,0.5071306724186523,8.711942527700053,0.15026980835178588,,0.40569125054462496,0.17817603990894126,-0.2060702694182323,-0.023215068335490713,0.19014060528027454,0.17519019612375464,-0.3756532226556291,0.17697950472144708,-0.08052390529210537,-0.0068203129528728555,0.14006048033352395,0.1257853593099601,0.0,0.059800257308601695,0.12406561773069423,0.06709529206995052,-0.005255056455377244,0.031189997081037483,0.1260934590428407,0.055800553728502386,0.08642949456584524,0.09570442794491506,-0.3767617261743834,0.07857509792855782
